개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태명,폐업일자,휴업시작일자,휴업종료일자,소재지면적,소재지우편번호,도로명우편번호,사업장명,업태구분명,데이터갱신구분,관리주체,데이터갱신시점,도로명주소,병상수,상세영업상태명,상세영업상태코드,영업상태코드,의료기관종별명,의료인수,입원실수,전화번호,좌표정보(X),좌표정보(Y),지번주소,진료과목내용,진료과목내용명,총면적,최종수정시점
4490000,PHMA220214490260021200001,2021-05-20,,폐업,2021-10-18,,,5742.92,,31254,라온힐필립병원,정신병원,I,시군구,2026-02-19 17:28:49,"충청남도 천안시 동남구 병천면 충절로 1782, 2층~7층",218,폐업,03,03,정신병원,1,43,0415617777,226969.229949856    ,362368.387249723    ,충청남도 천안시 동남구 병천면 병천리 176-7,308 307 306 305 304 303 302 301 122 120 119 115 114 111 109 108 105 104 103 102 101,"내과, 신경과, 정신건강의학과, 외과, 정형외과, 성형외과, 마취통증의학과, 소아청소년과, 피부과, 비뇨의학과, 진단검사의학과, 재활의학과, 가정의학과, 한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과",5742.92,2021-10-18 09:49:12
4490000,PHMA220214490260021200002,2021-07-30,,영업/정상,,,,5578.79,,31119,천안다나힐병원,병원,U,시군구,2026-07-22 22:30:00,충청남도 천안시 동남구 터미널3길 5(신부동),66,영업중,13,01,병원,16,28,0415627000,214090.92969049     ,368733.077074382    ,,308 307 305 304 303 302 301 122 120 115 114 111 108 106 104 101,"내과, 외과, 신경외과, 성형외과, 소아청소년과, 피부과, 비뇨의학과, 재활의학과, 가정의학과, 한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 사상체질과, 침구과",5578.79,2026-07-21 13:43:44
4490000,PHMA220214490260021200003,2021-11-02,,영업/정상,,,,7385.71,,31124,나은필병원,병원,U,시군구,2026-07-15 22:30:01,"충청남도 천안시 동남구 만남로 64, 1층일부,4~9층 (신부동)",170,영업중,13,01,병원,114,53,0414170001,214154.428994045    ,368636.757402299    ,,101 105 106 108 109 116 120,"내과, 정형외과, 신경외과, 성형외과, 마취통증의학과, 영상의학과, 재활의학과",7385.71,2026-07-14 09:56:54
4490000,PHMA220214490261021200001,2021-08-23,,영업/정상,,,,2048.15,,31078,예스365한방병원,한방병원,U,시군구,2026-07-09 22:30:01,"충청남도 천안시 서북구 성성8로 2-15, 5,6,7층 (성성동)",57,영업중,13,01,한방병원,16,28,0414171075,211541.705314573    ,370948.251718747    ,충청남도 천안시 서북구 성성동 681,308 307 306 305 304 303 302 301 120 115 106 105,"정형외과, 신경외과, 비뇨의학과, 재활의학과, 한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과",2048.15,2026-07-08 11:23:12
4490000,PHMA220214490261021200002,2021-10-27,,영업/정상,,,,2503.01,,31155,천안도솔한방병원,한방병원,U,시군구,2026-07-04 22:30:02,"충청남도 천안시 서북구 서부대로 368, 3~5층 (쌍용동)",57,영업중,13,01,한방병원,18,23,0415711075,211268.193908319    ,366534.060545729    ,충청남도 천안시 서북구 쌍용동 1235,308 307 306 305 304 303 302 301 122 109 101,"내과, 마취통증의학과, 가정의학과, 한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과",2503.01,2026-07-03 17:23:22
4490000,PHMA220224490261021200001,2022-06-14,,폐업,2026-02-18,,,1541.68,,31107,천안성심요양병원,요양병원(일반요양병원),I,시군구,2026-03-05 22:30:02,"충청남도 천안시 서북구 원두정3길 37, 4층,5층 (두정동)",105,폐업,03,03,요양병원(일반요양병원),1,23,0415648271,212170.713323326    ,370236.835964309    ,,301 122 120 115 114 113 112 110 109 106 105 104 103 102 101,"내과, 신경과, 정신건강의학과, 외과, 정형외과, 신경외과, 마취통증의학과, 산부인과, 안과, 이비인후과, 피부과, 비뇨의학과, 재활의학과, 가정의학과, 한방내과",1541.68,2026-03-04 13:05:00
4490000,PHMA220224490261021200002,2022-07-19,,영업/정상,,,,3071.6,,31156,바를추한방병원,한방병원,U,시군구,2026-04-15 03:03:03,"충청남도 천안시 서북구 불당23로 73-27, 4층 (불당동)",55,영업중,13,01,한방병원,16,23,0414149696,209712.890694003    ,368783.731868105    ,,101 104 301 302 303 306 308,"내과, 외과, 한방내과, 한방부인과, 한방소아과, 한방재활의학과, 침구과",3071.6,2026-04-14 13:22:01
4490000,PHMA220224490261021200003,2022-11-09,,영업/정상,,,,2107,,31097,천안퍼스트힐요양병원,요양병원(일반요양병원),U,시군구,2026-07-09 22:30:01,"충청남도 천안시 서북구 백석로 99, 1층~4층 (백석동)",48,영업중,13,01,요양병원(일반요양병원),10,20,0419047000,210878.852723402    ,369190.934054714    ,,101 110 122 307,"내과, 산부인과, 가정의학과, 사상체질과",2107,2026-07-08 11:23:30
4490000,PHMA220234490260021200001,2023-06-09,,영업/정상,,,,5423.62,,31212,프라미스요양병원,요양병원(일반요양병원),U,시군구,2026-06-30 03:03:03,"충청남도 천안시 동남구 천안대로 215, B1~3(일부)층 (삼룡동)",250,영업중,13,01,요양병원(일반요양병원),30,43,0416223311,214670.392318062    ,362906.847543519    ,충청남도 천안시 동남구 삼룡동 381-22 B1~3(일부)층,308 307 306 305 304 303 302 301 120 106 104 101,"내과, 외과, 신경외과, 재활의학과, 한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과",5423.62,2026-06-29 13:58:25
4490000,PHMA220234490261021200001,2023-01-06,,폐업,2024-02-07,,,3445.6,,31037,직산큰병원,병원,I,시군구,2026-02-19 17:28:49,"충청남도 천안시 서북구 직산읍 직산로 65, 2층 201호, 3층",41,폐업,03,03,병원,5,16,0415822200,213716.810762982    ,375782.285407907    ,"충청남도 천안시 서북구 직산읍 삼은리 36-16 2층 201호, 3층",111 105 101,"내과, 정형외과, 소아청소년과",3445.6,2025-12-10 16:51:11
4490000,PHMA220244490260021200001,2024-07-16,,폐업,2025-01-16,,,3814.42,,31254,새희망병원,정신병원,I,시군구,2026-02-19 17:28:49,충청남도 천안시 동남구 병천면 충절로 1782,108,폐업,03,03,정신병원,1,18,0415672580,226969.229949856    ,362368.387249723    ,충청남도 천안시 동남구 병천면 병천리 176-7,103,정신건강의학과,3814.42,2025-01-15 15:07:38
4490000,PHMA220244490261021200001,2024-01-12,,영업/정상,,,,2159.44,,31109,더노블천안한방병원,한방병원,U,시군구,2026-06-06 03:03:03,"충청남도 천안시 서북구 성정공원1길 9-7, 더노블 5~8층 (성정동)",43,영업중,13,01,한방병원,14,20,0419007979,212280.269990313    ,369454.275184312    ,,109 120 301 302 303 304 305 306 307 308,"마취통증의학과, 재활의학과, 한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과",2159.44,2026-06-05 17:17:37
4490000,PHMA220244490261021200002,2024-08-02,,영업/정상,,,,2869.94,,31037,새생명한방병원,한방병원,U,시군구,2026-07-04 22:30:02,"충청남도 천안시 서북구 직산읍 직산로 65, 3,5층",87,영업중,13,01,한방병원,9,52,0415840916,213716.810762982    ,375782.285407907    ,,109 301 302 303 304 305 306 307 308,"마취통증의학과, 한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과",2869.94,2026-07-16 11:48:55
